2018-08-16 12:49:57,tvw825385571,漳州,4,挺好看的😊哈哈
2018-08-16 08:34:11,bWg498441297,天津,5,支持黄渤，支持艺兴
2018-08-16 08:32:31,李jan,呼和浩特,4,只能说还可以 但是依然喜欢黄渤
2018-08-16 08:32:05,wXd426233423,包头,4,对张艺兴的演技表示赞赏，有很大进步，遗憾错过了彩蛋
2018-08-16 08:31:38,Bruce86803,厦门,4.5,前面有点絮叨 后面渐入佳境 感觉看了人类进化的不同阶段 非常好。
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:34:41,Qyd958200985,如皋,5,有深度，很细腻渤哥的处女作力挺
2018-08-16 08:34:23,aUW811755082,南京,5,很不错的人性表达
2018-08-16 08:34:16,Zms767236176,昌乐,5,一出人性的好戏。其中的每个人都是我们现实的缩影，当我们极力的隐藏自己的时候，当我们站在上帝视角去审视着这一群现实中的自己时，人性的伪装荡然无存。的确，在生存面前我们会抛弃一切，也没有什么会超越生命的价值，但是最后人性最深处的善良也同样让“人之所以为人”得到了进一步的诠释。当我们彼此深知，请在保护好自己的同时也保护好他人。
2018-08-16 08:34:11,bWg498441297,天津,5,支持黄渤，支持艺兴
2018-08-16 08:32:31,李jan,呼和浩特,4,只能说还可以 但是依然喜欢黄渤
2018-08-16 08:32:05,wXd426233423,包头,4,对张艺兴的演技表示赞赏，有很大进步，遗憾错过了彩蛋
2018-08-16 08:31:38,Bruce86803,厦门,4.5,前面有点絮叨 后面渐入佳境 感觉看了人类进化的不同阶段 非常好。
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:34:23,aUW811755082,南京,5,很不错的人性表达
2018-08-16 08:34:16,Zms767236176,昌乐,5,一出人性的好戏。其中的每个人都是我们现实的缩影，当我们极力的隐藏自己的时候，当我们站在上帝视角去审视着这一群现实中的自己时，人性的伪装荡然无存。的确，在生存面前我们会抛弃一切，也没有什么会超越生命的价值，但是最后人性最深处的善良也同样让“人之所以为人”得到了进一步的诠释。当我们彼此深知，请在保护好自己的同时也保护好他人。
2018-08-16 08:34:11,bWg498441297,天津,5,支持黄渤，支持艺兴
2018-08-16 08:32:31,李jan,呼和浩特,4,只能说还可以 但是依然喜欢黄渤
2018-08-16 08:32:05,wXd426233423,包头,4,对张艺兴的演技表示赞赏，有很大进步，遗憾错过了彩蛋
2018-08-16 08:31:38,Bruce86803,厦门,4.5,前面有点絮叨 后面渐入佳境 感觉看了人类进化的不同阶段 非常好。
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:34:16,Zms767236176,昌乐,5,一出人性的好戏。其中的每个人都是我们现实的缩影，当我们极力的隐藏自己的时候，当我们站在上帝视角去审视着这一群现实中的自己时，人性的伪装荡然无存。的确，在生存面前我们会抛弃一切，也没有什么会超越生命的价值，但是最后人性最深处的善良也同样让“人之所以为人”得到了进一步的诠释。当我们彼此深知，请在保护好自己的同时也保护好他人。
2018-08-16 08:34:11,bWg498441297,天津,5,支持黄渤，支持艺兴
2018-08-16 08:32:31,李jan,呼和浩特,4,只能说还可以 但是依然喜欢黄渤
2018-08-16 08:32:05,wXd426233423,包头,4,对张艺兴的演技表示赞赏，有很大进步，遗憾错过了彩蛋
2018-08-16 08:31:38,Bruce86803,厦门,4.5,前面有点絮叨 后面渐入佳境 感觉看了人类进化的不同阶段 非常好。
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:34:11,bWg498441297,天津,5,支持黄渤，支持艺兴
2018-08-16 08:32:31,李jan,呼和浩特,4,只能说还可以 但是依然喜欢黄渤
2018-08-16 08:32:05,wXd426233423,包头,4,对张艺兴的演技表示赞赏，有很大进步，遗憾错过了彩蛋
2018-08-16 08:31:38,Bruce86803,厦门,4.5,前面有点絮叨 后面渐入佳境 感觉看了人类进化的不同阶段 非常好。
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:32:31,李jan,呼和浩特,4,只能说还可以 但是依然喜欢黄渤
2018-08-16 08:32:05,wXd426233423,包头,4,对张艺兴的演技表示赞赏，有很大进步，遗憾错过了彩蛋
2018-08-16 08:31:38,Bruce86803,厦门,4.5,前面有点絮叨 后面渐入佳境 感觉看了人类进化的不同阶段 非常好。
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:32:05,wXd426233423,包头,4,对张艺兴的演技表示赞赏，有很大进步，遗憾错过了彩蛋
2018-08-16 08:31:38,Bruce86803,厦门,4.5,前面有点絮叨 后面渐入佳境 感觉看了人类进化的不同阶段 非常好。
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:31:38,Bruce86803,厦门,4.5,前面有点絮叨 后面渐入佳境 感觉看了人类进化的不同阶段 非常好。
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:31:29,走在街上的猫,惠州,3.5,不是搞笑电影，主要讲述人性
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:31:14,lmw923928688,商丘,5,非常好看，大赞
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:31:12,陌上花开amm,民权,3,还行吧还行吧
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:30:52,荷西471,大连,4,挺好看的 真的从影院出来仿佛大梦一场的感觉
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:30:14,Ray0629,上海,5,好看。支持黄渤
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:30:10,吹起往事的风,连云港,4,还不错，呵呵呵呵
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:26:16,冰舞919,烟台,1.5,很失望，全程没有笑过
2018-08-16 08:29:52,qw900916,重庆,5,坚守底线，坚持自我，就是人生赢家
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:26:16,冰舞919,烟台,1.5,很失望，全程没有笑过
2018-08-16 08:24:44,CXZ396796191,上海,3,我觉得一般，说实话，虽然细思极恐，但是前半段看着非常平淡，后半段还好些
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:26:16,冰舞919,烟台,1.5,很失望，全程没有笑过
2018-08-16 08:24:44,CXZ396796191,上海,3,我觉得一般，说实话，虽然细思极恐，但是前半段看着非常平淡，后半段还好些
2018-08-16 08:24:36,Wrh268776296,北京,0.5,超级烂片，看也是浪费时间
2018-08-16 08:29:39,DeS13762096788,岳阳,4,不这么好看，，，
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:26:16,冰舞919,烟台,1.5,很失望，全程没有笑过
2018-08-16 08:24:44,CXZ396796191,上海,3,我觉得一般，说实话，虽然细思极恐，但是前半段看着非常平淡，后半段还好些
2018-08-16 08:24:36,Wrh268776296,北京,0.5,超级烂片，看也是浪费时间
2018-08-16 08:28:41,atz296616776,芜湖,5,不知道是不是抄袭，论影片给到的，可以说很棒！题材光怪陆离，但充满现实人性揭露。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:26:16,冰舞919,烟台,1.5,很失望，全程没有笑过
2018-08-16 08:24:44,CXZ396796191,上海,3,我觉得一般，说实话，虽然细思极恐，但是前半段看着非常平淡，后半段还好些
2018-08-16 08:24:36,Wrh268776296,北京,0.5,超级烂片，看也是浪费时间
2018-08-16 08:24:33,她说久爱i626,长治,5,好。。。。。。
2018-08-16 08:28:27,rcoc,北京,4.5,有点长，其他还好
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:26:16,冰舞919,烟台,1.5,很失望，全程没有笑过
2018-08-16 08:24:44,CXZ396796191,上海,3,我觉得一般，说实话，虽然细思极恐，但是前半段看着非常平淡，后半段还好些
2018-08-16 08:24:36,Wrh268776296,北京,0.5,超级烂片，看也是浪费时间
2018-08-16 08:24:33,她说久爱i626,长治,5,好。。。。。。
2018-08-16 08:23:41,英雄88888,唐山,3.5,有些失望，美剧的本子，国产的水平
2018-08-16 08:28:10,vTA602419809,宿迁,5,就是人性的本能
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:26:16,冰舞919,烟台,1.5,很失望，全程没有笑过
2018-08-16 08:24:44,CXZ396796191,上海,3,我觉得一般，说实话，虽然细思极恐，但是前半段看着非常平淡，后半段还好些
2018-08-16 08:24:36,Wrh268776296,北京,0.5,超级烂片，看也是浪费时间
2018-08-16 08:24:33,她说久爱i626,长治,5,好。。。。。。
2018-08-16 08:23:41,英雄88888,唐山,3.5,有些失望，美剧的本子，国产的水平
2018-08-16 08:23:31,海花486,济南,4,影片不失幽默搞笑，但也反映出了真切的人性与现实。人生如戏
2018-08-16 08:27:59,Hif968497325,上海,4,电影很好看！
2018-08-16 08:27:48,eNj447010215,南京,4,剧情挺新颖，就是社会主义包袱有点重
2018-08-16 08:27:39,小羊0808,景德镇,4,昨天八点场基本满场，张艺兴有惊喜，电影整体平淡，鸡汤多了点
2018-08-16 08:27:39,fershfersh,重庆,4,还可以吧，没得期望值高。
2018-08-16 08:27:31,uRv454855583,都江堰,5,很好看搞笑的很
2018-08-16 08:26:53,hMx698410168,巴彦淖尔,5,还不错，，，
2018-08-16 08:26:32,哈尼哈尼8,永康,5,打十分完全是冲着黄渤的
2018-08-16 08:26:27,OJD844131601,汕头,5,很好看，不错哦。
2018-08-16 08:26:16,冰舞919,烟台,1.5,很失望，全程没有笑过
2018-08-16 08:24:44,CXZ396796191,上海,3,我觉得一般，说实话，虽然细思极恐，但是前半段看着非常平淡，后半段还好些
2018-08-16 08:24:36,Wrh268776296,北京,0.5,超级烂片，看也是浪费时间
